EstimateRequestedDate,ProgramSourceDescription
4/13/2021,Google
4/27/2021,Home Advisor
3/6/2021,DM - MAPLE
3/23/2021,DM - OAK
3/15/2021,Google
4/1/2021,Google
3/22/2021,Google Adwords - Verified
3/1/2021,Google
5/8/2021,Truck
3/30/2021,DM - OAK
3/24/2021,DM - OAK
5/3/2021,Home Advisor
5/3/2021,Home Advisor
3/22/2021,Google
4/16/2021,Google Adwords - Verified
3/25/2021,DM - OAK
3/10/2021,Home Advisor
2/19/2021,Google
3/23/2021,Google
3/4/2021,DM - MAPLE
3/29/2021,Google
4/1/2021,Referral
2/22/2021,DM - MAPLE
3/22/2021,Facebook
3/29/2021,Google
3/29/2021,DM - OAK
3/23/2021,DM - OAK
3/24/2021,Referral
3/12/2021,Facebook
3/10/2021,Angi
4/8/2021,Google
4/7/2021,DM - OAK
4/12/2021,Google
5/13/2021,Google
3/4/2021,DM - MAPLE
4/7/2021,Home Advisor
3/10/2021,Google
3/22/2021,Email
4/27/2021,Email
3/29/2021,DM - OAK
5/17/2021,Home Advisor
4/8/2021,Google
4/8/2021,DM - OAK
3/26/2021,DM - OAK
3/5/2021,DM - MAPLE
5/7/2021,Google
4/19/2021,Google
3/24/2021,DM - OAK
4/9/2021,Google Adwords - Verified
3/29/2021,Referral
3/26/2021,DM - OAK
4/7/2021,DM - MAPLE
3/1/2021,DM - MAPLE
3/19/2021,Google
4/5/2021,DM - OAK
4/23/2021,DM - OAK
3/23/2021,Home Advisor
3/17/2021,Google
4/8/2021,DM - OAK
3/24/2021,DM - OAK
5/3/2021,Google Adwords - Verified
3/16/2021,DM - MAPLE
3/15/2021,Google
4/12/2021,Facebook
2/15/2021,Email
3/23/2021,DM - OAK
4/9/2021,Google Adwords - Verified
4/26/2021,Home Advisor
4/16/2021,DM - OAK
2/16/2021,Google Adwords - Verified
3/11/2021,Angi
4/7/2021,DM - OAK
3/29/2021,Google
4/24/2021,Facebook
3/24/2021,DM - WALNUT
4/29/2021,Facebook
4/15/2021,DM - WALNUT
4/29/2021,Home Advisor
3/22/2021,DM - OAK
4/14/2021,DM - OAK
3/24/2021,DM - OAK
4/16/2021,Google Adwords - Verified
3/22/2021,Google
5/6/2021,Home Advisor
4/3/2021,DM - OAK
3/26/2021,DM - WALNUT
4/5/2021,DM - OAK
3/23/2021,Google Adwords - Verified
3/4/2021,Google
3/26/2021,Google
2/19/2021,Email
3/18/2021,DM - MAPLE
3/16/2021,Google Adwords - Verified
5/17/2021,Google
5/12/2021,Angi
3/30/2021,Email
3/12/2021,Referral
3/31/2021,DM - OAK
2/26/2021,DM - MAPLE
4/7/2021,Google
3/11/2021,Google Adwords - Verified
3/22/2021,Lawn Sign
3/23/2021,DM - OAK
4/29/2021,Home Advisor
3/4/2021,DM - MAPLE
3/19/2021,Google
2/24/2021,DM - MAPLE
4/21/2021,Google
3/11/2021,DM - MAPLE
3/10/2021,Google
4/24/2021,Google
3/16/2021,DM - MAPLE
4/19/2021,Home Advisor
4/8/2021,Home Advisor
4/7/2021,Home Advisor
4/7/2021,Google Adwords - Verified
4/12/2021,Angi
4/5/2021,Facebook
3/6/2021,Facebook
3/23/2021,DM - OAK
5/5/2021,Facebook
4/1/2021,Home Advisor
4/5/2021,DM - OAK
5/5/2021,Home Advisor
3/12/2021,Home Advisor
3/23/2021,DM - OAK
3/22/2021,DM - OAK
4/20/2021,Email
3/22/2021,Google
5/13/2021,Referral
4/6/2021,DM - OAK
4/28/2021,Home Advisor
4/14/2021,Home Advisor
3/17/2021,Google
5/14/2021,DM - OAK
4/9/2021,Referral
2/25/2021,DM - MAPLE
4/19/2021,DM - OAK
4/10/2021,Google
4/22/2021,Home Advisor
4/12/2021,Home Advisor
4/23/2021,DM - OAK
3/18/2021,Google
4/27/2021,Direct Mail
3/24/2021,DM - ELM
2/24/2021,DM - MAPLE
3/1/2021,Email
4/6/2021,Facebook
4/6/2021,Cross Selling GLF/GPS
4/16/2021,Referral
4/9/2021,Facebook
4/12/2021,Referral
5/14/2021,Google Adwords - Verified
4/5/2021,DM - OAK
5/3/2021,Referral
4/6/2021,DM - OAK
5/17/2021,Home Advisor
3/9/2021,Email
5/7/2021,Facebook
3/24/2021,DM - OAK
4/28/2021,Google
4/15/2021,Email
3/11/2021,DM - MAPLE
3/19/2021,DM - MAPLE
3/8/2021,Google
5/5/2021,Google Adwords - Verified
4/19/2021,DM - OAK
4/26/2021,Home Advisor
3/11/2021,Home Advisor
4/2/2021,DM - OAK
4/8/2021,Google
4/20/2021,DM - OAK
4/8/2021,Home Advisor
4/5/2021,DM - OAK
3/25/2021,DM - MAPLE
3/26/2021,Referral
5/10/2021,Referral
4/2/2021,Facebook
3/26/2021,Email
3/17/2021,DM - MAPLE
5/17/2021,Referral
4/1/2021,Home Advisor
4/30/2021,Google
3/22/2021,Home Advisor
3/22/2021,Referral
4/5/2021,Best Pick Reports
3/15/2021,Home Advisor
4/13/2021,Direct Mail
2/24/2021,DM - MAPLE
3/1/2021,Email
3/30/2021,Facebook
4/5/2021,Facebook
4/8/2021,Google Adwords - Verified
4/5/2021,Home Advisor
3/8/2021,DM - MAPLE
3/23/2021,DM - WALNUT
5/3/2021,Google
4/30/2021,Google Adwords - Verified
3/10/2021,Google
3/22/2021,Home Advisor
4/20/2021,Email
4/12/2021,Facebook
4/6/2021,DM - OAK
3/11/2021,DM - MAPLE
3/12/2021,Email
3/10/2021,Google
3/24/2021,DM - OAK
3/8/2021,Google
3/30/2021,Google
3/13/2021,DM - MAPLE
4/13/2021,Google
4/14/2021,Referral
4/8/2021,Home Advisor
4/12/2021,Google Adwords - Verified
3/30/2021,DM - OAK
4/28/2021,DM - OAK
4/6/2021,DM - OAK
2/26/2021,DM - MAPLE
4/15/2021,Google
4/1/2021,Home Advisor
3/23/2021,DM - OAK
3/1/2021,DM - MAPLE
4/29/2021,Google
3/10/2021,DM - MAPLE
3/10/2021,Google
4/19/2021,Google
3/22/2021,Google
3/9/2021,DM - MAPLE
4/8/2021,DM - OAK
3/3/2021,Home Advisor
3/29/2021,DM - OAK
3/30/2021,Direct Mail
3/29/2021,DM - OAK
4/12/2021,DM - OAK
4/6/2021,DM - OAK
4/7/2021,DM - OAK
5/8/2021,Home Advisor
4/1/2021,Facebook
3/1/2021,DM - MAPLE
3/17/2021,Angi
3/10/2021,DM - MAPLE
3/10/2021,DM - MAPLE
3/31/2021,Facebook
3/11/2021,Email
3/23/2021,Referral
4/5/2021,Google
5/14/2021,Home Advisor
3/23/2021,DM - OAK
3/4/2021,Angi
4/2/2021,Google
3/25/2021,DM - MAPLE
3/26/2021,DM - MAPLE
4/29/2021,Home Advisor
3/22/2021,Referral
3/22/2021,DM - OAK
3/23/2021,Google
4/14/2021,Home Advisor
5/17/2021,Google
3/10/2021,Home Advisor
4/19/2021,Cross Selling GLF/GPS
3/23/2021,Google
3/23/2021,DM - ELM
3/29/2021,DM - OAK
3/23/2021,Google
3/26/2021,Google Adwords - Verified
3/9/2021,Referral
3/26/2021,DM - ELM
3/15/2021,Email
4/14/2021,Email
4/14/2021,DM - OAK
3/10/2021,Email
3/29/2021,DM - ELM
3/30/2021,Email
3/18/2021,Email
3/1/2021,Best Pick Reports
3/20/2021,DM - MAPLE
3/25/2021,DM - OAK
4/23/2021,Home Advisor
3/8/2021,DM - MAPLE
4/8/2021,DM - MAPLE
3/25/2021,DM - OAK
5/10/2021,Google
4/29/2021,Email
4/30/2021,Referral
4/20/2021,Referral
5/7/2021,Google
3/23/2021,DM - OAK
3/30/2021,Email
5/17/2021,Google
4/30/2021,Google
4/6/2021,Google
4/15/2021,Referral
3/9/2021,Google
3/23/2021,DM - OAK
4/8/2021,Referral
3/5/2021,DM - MAPLE
2/15/2021,Email
3/8/2021,Referral
4/13/2021,Lawn Sign
4/20/2021,Referral
4/6/2021,Email
5/11/2021,Referral
3/9/2021,Referral
5/11/2021,Referral
4/1/2021,Referral
3/3/2021,Home Advisor
3/29/2021,Google
3/29/2021,Google
3/23/2021,Direct Mail
3/5/2021,DM - MAPLE
4/12/2021,Referral
3/8/2021,Google
5/11/2021,Referral
4/22/2021,Google
3/10/2021,DM - MAPLE
4/30/2021,DM - MAPLE
4/5/2021,Google
3/26/2021,Referral
4/7/2021,DM - OAK
3/22/2021,DM - OAK
5/3/2021,Home Advisor
4/24/2021,Email
3/30/2021,Facebook
4/26/2021,Angi
3/12/2021,Truck
3/25/2021,DM - WALNUT
4/7/2021,DM - OAK
3/25/2021,Google
4/6/2021,DM - OAK
3/10/2021,Referral
3/23/2021,DM - OAK
2/16/2021,Email
5/14/2021,Referral
4/7/2021,DM - OAK
3/24/2021,DM - ELM
4/30/2021,DM - OAK
3/26/2021,Referral
3/30/2021,Google Adwords - Verified
4/8/2021,Google Adwords - Verified
3/10/2021,Referral
3/22/2021,Angi
4/24/2021,Referral
2/24/2021,Google
4/16/2021,Referral
4/9/2021,DM - OAK
3/22/2021,Referral
3/5/2021,Cross Selling GLF/GPS
3/9/2021,Referral
3/30/2021,Google
3/16/2021,DM - OAK
4/27/2021,Email
3/9/2021,DM - MAPLE
3/31/2021,Referral
4/7/2021,Referral
4/15/2021,DM - OAK
4/19/2021,Referral
3/31/2021,Home Advisor
3/15/2021,DM - MAPLE
3/25/2021,DM - OAK
3/5/2021,DM - MAPLE
3/23/2021,Google
3/25/2021,Referral
3/23/2021,Direct Mail
3/6/2021,DM - MAPLE
3/15/2021,Google Adwords - Verified
4/8/2021,Google
4/3/2021,DM - MAPLE
3/11/2021,Google
2/15/2021,Referral
3/24/2021,Google
3/11/2021,Google
3/6/2021,Referral
4/3/2021,Referral
4/22/2021,Google
4/19/2021,DM - OAK
4/5/2021,DM - OAK
3/22/2021,DM - OAK
4/28/2021,Referral
3/9/2021,Referral
4/5/2021,Referral
3/5/2021,DM - MAPLE
3/22/2021,Direct Mail
3/9/2021,Home Advisor
3/10/2021,Cross Selling GLF/GPS
4/5/2021,DM - OAK
4/17/2021,Referral
3/29/2021,Google
4/29/2021,Referral
4/6/2021,DM - OAK
2/22/2021,Referral
4/2/2021,Facebook
4/28/2021,Lawn Sign
3/22/2021,Referral
4/19/2021,Home Advisor
3/16/2021,Angi
4/12/2021,DM - OAK
4/12/2021,Email
2/16/2021,Email
4/2/2021,Google
4/19/2021,DM - OAK
4/24/2021,Referral
3/29/2021,DM - WALNUT
3/24/2021,Google
4/6/2021,DM - OAK
3/9/2021,Google
4/5/2021,DM - OAK
4/13/2021,Google
3/31/2021,Email
4/5/2021,Home Advisor
3/30/2021,DM - OAK
3/22/2021,DM - OAK
4/21/2021,Google Adwords - Verified
4/7/2021,Referral
3/17/2021,DM - MAPLE
4/19/2021,DM - OAK
5/6/2021,DM - OAK
4/20/2021,Google
4/29/2021,Google
4/30/2021,DM - OAK
3/9/2021,DM - MAPLE
3/29/2021,DM - OAK
3/15/2021,Google
3/3/2021,Referral
5/8/2021,Referral
4/14/2021,Lawn Sign
3/5/2021,DM - MAPLE
3/23/2021,DM - OAK
3/23/2021,DM - OAK
3/5/2021,Referral
4/8/2021,Google
3/27/2021,Direct Mail
3/22/2021,DM - ELM
3/26/2021,DM - OAK
3/15/2021,Home Advisor
3/4/2021,DM - MAPLE
5/8/2021,Home Advisor
3/25/2021,Direct Mail
4/5/2021,Home Advisor
3/1/2021,Email
3/15/2021,Referral
3/11/2021,Google
3/23/2021,DM - OAK
4/3/2021,Yelp
3/29/2021,DM - OAK
4/2/2021,Referral
4/27/2021,DM - MAPLE
3/18/2021,Google
3/8/2021,Email
4/28/2021,DM - OAK
3/16/2021,DM - MAPLE
3/8/2021,Google Adwords - Verified
3/15/2021,DM - MAPLE
4/3/2021,DM - OAK
5/14/2021,Referral
4/1/2021,Referral
4/14/2021,Google
3/16/2021,Google
3/23/2021,Direct Mail
5/5/2021,Google
4/28/2021,Referral
4/20/2021,Cross Selling GLF/GPS
3/27/2021,DM - WALNUT
3/25/2021,DM - OAK
3/30/2021,DM - OAK
3/10/2021,Home Advisor
3/11/2021,DM - MAPLE
3/16/2021,Referral
4/8/2021,DM - OAK
5/3/2021,Home Advisor
3/30/2021,Google
4/2/2021,Facebook
5/13/2021,Google
3/19/2021,Home Advisor
5/3/2021,Google Adwords - Verified
3/30/2021,Email
4/12/2021,Referral
4/2/2021,Referral
4/28/2021,DM - OAK
3/4/2021,Google
4/7/2021,Referral
4/5/2021,DM - OAK
4/8/2021,Google
4/8/2021,DM - OAK
3/1/2021,Email
2/24/2021,Email
3/10/2021,DM - MAPLE
4/30/2021,Home Advisor
3/11/2021,Angi
4/27/2021,Home Advisor
4/17/2021,Referral
3/19/2021,Referral
4/29/2021,Google Adwords - Verified
3/27/2021,Google
4/27/2021,DM - OAK
3/25/2021,DM - OAK
3/23/2021,DM - OAK
3/25/2021,DM - MAPLE
3/24/2021,Google
3/26/2021,Google
5/1/2021,DM - OAK
2/22/2021,Google
3/11/2021,DM - MAPLE
4/5/2021,DM - OAK
3/26/2021,DM - MAPLE
4/9/2021,Google Adwords - Verified
4/19/2021,Google
4/9/2021,DM - OAK
4/2/2021,Google
4/15/2021,Truck
4/3/2021,Referral
4/5/2021,Google
4/6/2021,DM - OAK
3/22/2021,Angi
3/15/2021,Lawn Sign
3/18/2021,Email
4/22/2021,DM - OAK
3/10/2021,Google Adwords - Verified
3/17/2021,DM - MAPLE
4/13/2021,Google Adwords - Verified
3/15/2021,DM - MAPLE
3/13/2021,Home Advisor
4/2/2021,Google
3/24/2021,DM - MAPLE
2/23/2021,Email
3/23/2021,DM - OAK
4/13/2021,DM - OAK
3/4/2021,DM - MAPLE
4/12/2021,Google Adwords - Verified
4/12/2021,DM - OAK
3/29/2021,DM - MAPLE
5/1/2021,Cross Selling GLF/GPS
4/21/2021,Referral
4/5/2021,DM - OAK
3/30/2021,Referral
5/13/2021,Direct Mail
4/26/2021,Google
3/26/2021,DM - OAK
4/5/2021,Google
3/10/2021,Google
3/23/2021,DM - OAK
3/20/2021,DM - MAPLE
3/23/2021,Google Adwords - Verified
4/2/2021,DM - MAPLE
3/11/2021,DM - MAPLE
4/12/2021,DM - OAK
3/31/2021,Google Adwords - Verified
4/24/2021,DM - OAK
5/3/2021,Email
3/23/2021,Home Advisor
3/23/2021,DM - OAK
3/22/2021,DM - OAK
4/5/2021,DM - OAK
4/13/2021,Google
3/18/2021,Google
3/19/2021,DM - MAPLE
3/22/2021,DM - OAK
3/16/2021,Google Adwords - Verified
3/26/2021,Direct Mail
3/31/2021,DM - OAK
4/27/2021,Referral
3/30/2021,DM - OAK
3/27/2021,Email
4/6/2021,DM - OAK
3/23/2021,Referral
3/13/2021,Referral
4/15/2021,Google
4/9/2021,Referral
3/8/2021,DM - MAPLE
3/23/2021,Email
3/11/2021,Referral
5/4/2021,Email
4/20/2021,Email
3/18/2021,Google Adwords - Verified
3/29/2021,DM - OAK
3/20/2021,Home Advisor
3/23/2021,DM - OAK
4/5/2021,DM - OAK
4/22/2021,DM - OAK
5/8/2021,Truck
4/5/2021,DM - OAK
3/24/2021,Direct Mail
3/15/2021,Google
3/15/2021,DM - MAPLE
4/5/2021,DM - OAK
3/11/2021,Google
3/4/2021,DM - MAPLE
5/4/2021,Referral
4/6/2021,DM - ELM
3/17/2021,DM - MAPLE
3/22/2021,DM - ELM
4/13/2021,Google
4/9/2021,Referral
3/27/2021,DM - OAK
4/26/2021,Referral
3/29/2021,DM - OAK
3/18/2021,DM - MAPLE
4/5/2021,Google
4/9/2021,DM - OAK
3/26/2021,Referral
4/13/2021,Cross Selling GLF/GPS
4/8/2021,Google
3/4/2021,DM - MAPLE
4/13/2021,Google Adwords - Verified
4/5/2021,DM - OAK
3/29/2021,Email
3/29/2021,Email
3/12/2021,Referral
3/11/2021,Google Adwords - Verified
3/15/2021,Google
3/25/2021,Referral
5/4/2021,Email
3/19/2021,Google
4/7/2021,Facebook
3/17/2021,Referral
4/20/2021,Email
3/8/2021,Cross Selling GLF/GPS
4/20/2021,Referral
3/11/2021,Referral
3/13/2021,Referral
3/23/2021,DM - OAK
3/22/2021,DM - OAK
3/11/2021,Referral
4/1/2021,DM - OAK
3/30/2021,Google
4/14/2021,Google
3/23/2021,Google Adwords - Verified
4/13/2021,DM - OAK
4/8/2021,Facebook
4/26/2021,Referral
3/26/2021,Referral
3/23/2021,Google
3/10/2021,Lawn Sign
4/24/2021,DM - OAK
4/30/2021,Google
4/19/2021,DM - OAK
3/15/2021,Lawn Sign
4/8/2021,DM - OAK
4/26/2021,Referral
3/23/2021,DM - OAK
3/10/2021,Referral
3/10/2021,Email
4/5/2021,DM - OAK
4/15/2021,Truck
4/6/2021,DM - OAK
4/22/2021,Referral
2/15/2021,Email
3/23/2021,DM - OAK
3/29/2021,Referral
5/14/2021,Referral
4/21/2021,DM - OAK
2/16/2021,Referral
4/5/2021,DM - OAK
3/29/2021,Email
3/24/2021,DM - OAK
3/12/2021,DM - MAPLE
4/9/2021,Referral
4/13/2021,Lawn Sign
3/22/2021,Referral
4/19/2021,Home Advisor
4/7/2021,DM - OAK
3/16/2021,Home Advisor
4/12/2021,Facebook
5/7/2021,Google
4/5/2021,Google
3/31/2021,Cross Selling GLF/GPS
5/3/2021,Google
3/11/2021,Referral
3/22/2021,DM - OAK
4/23/2021,Truck
4/6/2021,DM - OAK
4/5/2021,DM - OAK
3/22/2021,DM - OAK
3/22/2021,DM - OAK
3/10/2021,Referral
3/22/2021,Google
4/14/2021,Google
4/17/2021,Referral
3/22/2021,Google
4/21/2021,Google
3/13/2021,Referral
3/15/2021,Referral
4/19/2021,DM - OAK
4/16/2021,Referral
3/22/2021,Truck
4/7/2021,Email
3/29/2021,DM - OAK
3/23/2021,DM - OAK
5/4/2021,Google
3/15/2021,Referral
3/24/2021,DM - MAPLE
4/10/2021,Google
4/5/2021,Home Advisor
3/3/2021,Google Adwords - Verified
4/7/2021,Google
4/13/2021,Lawn Sign
3/17/2021,Google Adwords - Verified
3/29/2021,Email
3/20/2021,Lawn Sign
4/16/2021,Referral
4/5/2021,Google
4/15/2021,DM - MAPLE
3/18/2021,Truck
4/20/2021,Google
3/25/2021,Referral
4/9/2021,DM - OAK
4/14/2021,Google
3/18/2021,Email
3/26/2021,Google
4/2/2021,DM - OAK
3/19/2021,Home Advisor
3/2/2021,Google
4/6/2021,DM - OAK
5/10/2021,Google
3/22/2021,DM - OAK
3/10/2021,Email
4/16/2021,Google
3/27/2021,Referral
3/23/2021,Direct Mail
3/30/2021,Google
4/19/2021,Google
4/1/2021,Google
4/16/2021,Google
4/22/2021,Referral
4/21/2021,DM - OAK
3/6/2021,DM - MAPLE
4/2/2021,DM - OAK
5/17/2021,Lawn Sign
5/14/2021,Referral
4/3/2021,DM - ELM
4/8/2021,Lawn Sign
4/9/2021,Referral
3/18/2021,Facebook
4/2/2021,Referral
4/6/2021,Email
4/20/2021,Google
4/7/2021,Google
4/2/2021,Google Adwords - Verified
4/7/2021,DM - OAK
4/8/2021,DM - OAK
4/28/2021,DM - OAK
4/21/2021,Google
3/15/2021,DM - MAPLE
3/8/2021,DM - MAPLE
4/5/2021,DM - OAK
5/6/2021,DM - OAK
5/5/2021,DM - MAPLE
3/30/2021,DM - OAK
5/14/2021,Referral
3/27/2021,DM - OAK
3/30/2021,Google
3/9/2021,DM - MAPLE
5/1/2021,DM - OAK
5/10/2021,DM - OAK
4/14/2021,Referral
2/26/2021,DM - MAPLE
3/30/2021,Email
3/22/2021,Referral
3/22/2021,DM - OAK
3/26/2021,DM - OAK
4/2/2021,Home Advisor
4/12/2021,Google
3/8/2021,DM - MAPLE
3/23/2021,DM - ELM
3/25/2021,Google
4/16/2021,Google
5/3/2021,Referral
4/14/2021,DM - OAK
4/30/2021,Google Adwords - Verified
3/16/2021,DM - MAPLE
2/23/2021,DM - MAPLE
3/6/2021,DM - MAPLE
3/29/2021,Google
4/22/2021,Referral
3/30/2021,Lawn Sign
4/12/2021,Best Pick Reports
3/24/2021,Email
4/12/2021,Truck
3/27/2021,Google
3/24/2021,DM - OAK
3/25/2021,DM - OAK
4/12/2021,DM - ELM
3/8/2021,DM - MAPLE
3/22/2021,DM - OAK
3/29/2021,Google
4/20/2021,Google
3/15/2021,Google
4/21/2021,Referral
5/7/2021,DM - OAK
3/12/2021,Google Adwords - Verified
3/11/2021,Referral
3/29/2021,DM - OAK
3/3/2021,Google
5/11/2021,Referral
4/28/2021,Truck
3/30/2021,Referral
5/3/2021,Referral
3/4/2021,DM - MAPLE
3/19/2021,Referral
4/12/2021,Email
4/30/2021,DM - OAK
3/9/2021,Referral
4/16/2021,Referral
3/25/2021,Referral
5/12/2021,Angi
3/15/2021,Email
3/8/2021,Google
3/23/2021,DM - MAPLE
3/29/2021,DM - OAK
4/24/2021,Google
4/9/2021,Google Adwords - Verified
4/9/2021,Google
4/8/2021,Home Advisor
4/19/2021,DM - OAK
4/20/2021,Google
3/26/2021,Referral
3/22/2021,Google
4/7/2021,Google
4/26/2021,Google
4/5/2021,Facebook
3/22/2021,DM - OAK
5/4/2021,Email
5/1/2021,Cross Selling GLF/GPS
3/31/2021,Angi
4/8/2021,Google Adwords - Verified
5/13/2021,Home Advisor
4/21/2021,Google
3/25/2021,DM - OAK
3/25/2021,DM - OAK
3/6/2021,DM - MAPLE
3/8/2021,DM - MAPLE
3/11/2021,DM - MAPLE
4/5/2021,Home Advisor
3/22/2021,Referral
4/16/2021,Home Advisor
4/15/2021,Home Advisor
3/24/2021,Google Adwords - Verified
4/29/2021,Facebook
5/7/2021,Facebook
5/17/2021,Home Advisor
3/5/2021,Referral
3/16/2021,Google
3/29/2021,DM - OAK
2/23/2021,Cross Selling GLF/GPS
4/29/2021,Email
4/20/2021,Google Adwords - Verified
2/23/2021,DM - MAPLE
3/15/2021,Home Advisor
5/10/2021,Google
3/29/2021,Google
3/12/2021,Google Adwords - Verified
4/19/2021,Direct Mail
4/9/2021,Google
4/19/2021,Angi
3/29/2021,Google Adwords - Verified
4/13/2021,DM - OAK
4/7/2021,Best Pick Reports
3/25/2021,Google Adwords - Verified
4/19/2021,Truck
4/9/2021,DM - OAK
4/12/2021,Facebook
3/2/2021,Home Advisor
3/23/2021,DM - OAK
5/6/2021,Lawn Sign
3/24/2021,Google
4/21/2021,DM - OAK
4/9/2021,Home Advisor
4/12/2021,Google Adwords - Verified
4/23/2021,Google
3/12/2021,Google Adwords - Verified
3/12/2021,Google
3/10/2021,DM - MAPLE
3/15/2021,Home Advisor
5/7/2021,Facebook
3/31/2021,DM - MAPLE
3/13/2021,Google Adwords - Verified
4/6/2021,DM - OAK
5/3/2021,Referral
3/19/2021,Email
4/12/2021,DM - OAK
4/13/2021,Google Adwords - Verified
3/8/2021,DM - MAPLE
3/22/2021,DM - OAK
4/5/2021,DM - OAK
4/12/2021,Google
3/23/2021,Home Advisor
4/7/2021,Google
4/19/2021,DM - OAK
4/19/2021,Google
3/24/2021,Email
5/12/2021,Angi
4/5/2021,DM - WALNUT
4/8/2021,Home Advisor
3/22/2021,Email
3/18/2021,Google
3/22/2021,Google Adwords - Verified
3/9/2021,Referral
4/7/2021,DM - OAK
4/8/2021,Facebook
3/25/2021,Email
4/9/2021,Google
3/25/2021,Google
3/8/2021,DM - MAPLE
4/12/2021,Google Adwords - Verified
3/8/2021,Home Advisor
4/9/2021,Referral
4/12/2021,Email
4/12/2021,DM - OAK
4/3/2021,Home Advisor
4/9/2021,Facebook
5/3/2021,Google
3/23/2021,DM - OAK
4/6/2021,DM - OAK
3/29/2021,DM - OAK
4/15/2021,DM - OAK
3/16/2021,DM - MAPLE
3/22/2021,Truck
4/8/2021,Home Advisor
4/7/2021,Home Advisor
3/16/2021,DM - MAPLE
4/19/2021,Referral
3/12/2021,DM - MAPLE
4/29/2021,Email
3/23/2021,DM - WALNUT
4/6/2021,DM - OAK
3/5/2021,Email
3/15/2021,DM - MAPLE
4/14/2021,Google
3/27/2021,Truck
3/25/2021,DM - OAK
4/28/2021,Google
3/31/2021,DM - WALNUT
4/20/2021,Google
4/8/2021,Google
3/23/2021,DM - OAK
4/12/2021,Angi
4/1/2021,Referral
2/25/2021,Google
4/7/2021,Google
3/31/2021,DM - OAK
4/1/2021,Google Adwords - Verified
3/3/2021,Google
4/7/2021,Google
4/24/2021,Facebook
3/23/2021,Google
3/5/2021,DM - MAPLE
4/5/2021,Referral
3/8/2021,DM - MAPLE
4/2/2021,Google
4/1/2021,Facebook
4/8/2021,Facebook
3/9/2021,DM - MAPLE
4/7/2021,Referral
2/26/2021,Google Adwords - Verified
3/11/2021,Referral
3/8/2021,Referral
4/12/2021,Referral
2/27/2021,DM - MAPLE
4/7/2021,DM - OAK
3/4/2021,DM - MAPLE
3/24/2021,DM - OAK
3/12/2021,Google
3/22/2021,DM - ELM
4/5/2021,Referral
5/6/2021,Google
4/13/2021,Lawn Sign
3/11/2021,Referral
4/22/2021,DM - OAK
5/13/2021,Google Adwords - Verified
4/7/2021,Referral
5/3/2021,Google
3/15/2021,DM - MAPLE
3/23/2021,DM - MAPLE
4/6/2021,DM - ELM
3/22/2021,DM - OAK
4/6/2021,Email
4/23/2021,Email
3/2/2021,DM - MAPLE
4/26/2021,Google
3/9/2021,DM - MAPLE
3/18/2021,DM - MAPLE
3/12/2021,Referral
4/10/2021,Bing
3/23/2021,DM - OAK
3/19/2021,Facebook
3/25/2021,DM - OAK
4/20/2021,Google
5/7/2021,Referral
3/13/2021,Referral
4/15/2021,Referral
3/4/2021,Referral
3/31/2021,Google
4/7/2021,DM - ELM
3/23/2021,DM - OAK
5/5/2021,Referral
3/9/2021,DM - MAPLE
3/29/2021,Lawn Sign
3/8/2021,DM - MAPLE
4/29/2021,Google
3/22/2021,Email
3/23/2021,Truck
3/29/2021,DM - ELM
4/26/2021,Referral
4/12/2021,Google
3/17/2021,Google
3/27/2021,DM - OAK
4/30/2021,Google
3/22/2021,DM - OAK
4/22/2021,Truck
3/31/2021,DM - OAK
3/10/2021,Referral
4/19/2021,Referral
4/3/2021,Google
3/25/2021,DM - OAK
4/2/2021,Google
3/17/2021,Google
4/12/2021,Direct Mail
3/29/2021,Referral
5/5/2021,DM - OAK
3/4/2021,DM - MAPLE
3/18/2021,Google
3/17/2021,DM - MAPLE
2/15/2021,Email
4/13/2021,DM - OAK
4/5/2021,DM - OAK
4/5/2021,DM - OAK
3/29/2021,DM - WALNUT
3/22/2021,DM - OAK
3/8/2021,Cross Selling GLF/GPS
4/13/2021,Referral
4/29/2021,Email
4/19/2021,DM - OAK
3/30/2021,Email
3/9/2021,Google Adwords - Verified
3/12/2021,DM - MAPLE
4/10/2021,Google Adwords - Verified
3/23/2021,DM - OAK
4/30/2021,Google Local
4/13/2021,DM - OAK
4/20/2021,DM - OAK
5/13/2021,Cross Selling GLF/GPS
3/15/2021,Lawn Sign
3/22/2021,DM - OAK
3/19/2021,DM - MAPLE
2/23/2021,Google
4/30/2021,Google
3/30/2021,Referral
4/21/2021,Referral
3/5/2021,Google
3/29/2021,DM - ELM
3/9/2021,Truck
3/22/2021,Referral
4/2/2021,DM - OAK
3/24/2021,DM - WALNUT
4/20/2021,Referral
3/23/2021,DM - OAK
4/30/2021,Truck
3/9/2021,DM - MAPLE
4/10/2021,DM - OAK
5/6/2021,Referral
3/11/2021,DM - MAPLE
4/21/2021,Google
3/25/2021,Referral
3/23/2021,Google Adwords - Verified
3/23/2021,DM - OAK
3/31/2021,DM - ELM
4/1/2021,Home Advisor
3/23/2021,Google
3/27/2021,DM - OAK
3/9/2021,Google Adwords - Verified
4/5/2021,DM - OAK
4/19/2021,Google
5/12/2021,Referral
3/15/2021,Home Advisor
4/5/2021,DM - OAK
4/2/2021,DM - ELM
4/3/2021,Google
3/22/2021,DM - ELM
4/19/2021,Referral
3/31/2021,Home Advisor
4/14/2021,Email
